componente,ambito,concepto,porcentaje_region,pais,decl,prog,ambos,solo_decl,solo_prog,ninguno,presencia
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,BOL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,MEX,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,URU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,VEN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,CHL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,CRI,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,HON,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,REP,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,NIC,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,HON,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,PAR,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,REP,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,VEN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,PER,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,REP,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,ARG,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,CUB,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,MEX,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,PAR,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,ARG,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,CHL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,SAL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,URU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,ARG,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,CHL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100%,ARG,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,URU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,COL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,CRI,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89%,ARG,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,GUA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,CRI,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,NIC,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,PAN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,COL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,CUB,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,GUA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,VEN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,CHL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,CRI,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,HON,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,PAR,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,REP,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,VEN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,ARG,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,BRA,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84%,HON,DECL,PROG,AMBOS,,,,AMBOS
