pais,codigo,porcentaje_3grado,porcentaje_6grado,comparativo_barra,letra_magn,letra_ord,nombre_categoria,materia,ej_3grado,ej_6grado
PAR,py,9,2,Paraguay,1,B,Decodificación,Lectura,"Reconoce letras y sonidos con sus variaciones: Sonidos iguales que pueden escribirse con dos o más letras(c, k, qu; b, v; y, ll), en el caso de castellano; Letras que representan dos sonidos (c, g, y, r), en el caso del castellano; Digramas en el caso del guaraní; Sonidos diferenciados a los del castellano: j; h; (puso), en el caso del guaraní ",Lee oralmente teniendo en cuenta: las ideas que transmite; la puntuación; la postura; la fluidez y las pausas; el tono en relación con el mensaje; y la correcta pronunciación de los sonidos 
PAR,py,9,20,Paraguay,1,E,Reflexión y evaluación,Lectura,Manifiesta su postura ante las informaciones leídas en los textos ,Infiere la intencionalidad comunicativa del emisor de textos leídos 
PAR,py,,12,Paraguay,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Analiza los planteamientos del Convenio de Estocolmo acerca de los Productos Orgánicos Clorados Persistentes y productos químicos no intencionales.
PAR,py,,15,Paraguay,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,Describe los órganos del aparato reproductor de los animales.
PAR,py,,15,Paraguay,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Resuelve situaciones problemáticas relacionadas con los biomas acuáticos.
PAR,py,,8,Paraguay,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,Ejecuta experiencias sencillas sobre circuito eléctrico.
PAR,py,,8,Paraguay,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,Ejecuta experiencias sobre soluciones.
PAR,py,,19,Paraguay,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Clasifica por sus características a los tejidos animales y vegetales.
PAR,py,,23,Paraguay,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Comprende la importancia de los movimientos de la Tierra y las características de la Luna.
PAR,py,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
PAR,py,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
PAR,py,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
PAR,py,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
PAR,py,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
PAR,py,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
PAR,py,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
PAR,py,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
PAR,py,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
PAR,py,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
PAR,py,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
PAR,py,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
PAR,py,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
PAR,py,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
PAR,py,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
PAR,py,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
PAR,py,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
PAR,py,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
PAR,py,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
PAR,py,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
PAR,py,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
PAR,py,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
PER,pe,19,18,Peru,1,A,Estadística y probabilidad,Matemáticas,"Representar datos gráficos de barras horizontales (simples y escala dada de 2 en 2, 5 en 5 y 1 en 1), en situaciones de su interés o un tema de estudio.",Analizar los resultados de una situación aleatoria y justificar sus decisiones y conclusiones a partir de la información obtenida con base en el análisis de datos.
PER,pe,17,21,Peru,1,B,Geometría,Matemáticas,"Establece relaciones entre las características de los objetos del entorno, las asocia y representa con formas tridimensionales (cuerpos redondos y compuestos), sus elementos y su capacidad.",Usar diversas estrategias para construir ángulos.
PER,pe,16,13,Peru,1,C,Magnitudes y medidas,Matemáticas,"Usar diversas estrategias para medir de manera exacta o aproximada (estimar) la longitud (centímetro, metro) y el contorno de una figura.","Medir, estimar y comparar la masa de los objetos, el tiempo (minutos) y la temperatura usando la unidad de medida que conviene según el problema."
PER,pe,41,30,Peru,1,D,Número y operaciones,Matemáticas,"Realizar afirmaciones sobre la comparación de números naturales y la conformación de la centena, y las explica con material concreto.","Expresar con diversas representaciones y lenguaje numérico (números, signos y expresiones verbales) su comprensión de: El valor posicional de un dígito en números de hasta seis cifras."
PER,pe,7,18,Peru,1,E,Patrones y álgebra,Matemáticas,"Establecer relaciones entre los datos que se repiten (objetos, colores, diseños, sonidos o movimientos) o entre cantidades que aumentan o disminuyen regularmente, y los transforma en patrones de repetición (con criterios perceptuales o de cambio de posición) o patrones aditivos (con números de hasta 3 cifras).",Resolver ecuaciones o hallar valores que cumplen una condición de desigualdad o de proporcionalidad.
PER,pe,36,50,Peru,1,B,Conocimiento sobre el código,Escritura,"Utiliza recursos (…) ortográficos (por ejemplo, el punto seguido y los signos de admiración e interrogación) que contribuyen a dar sentido a su texto (…) ","Utiliza recursos (…) ortográficos (por ejemplo, el punto a parte para separar párrafos) que contribuyen a dar sentido a su texto, e  incorpora algunos recursos textuales (como uso de negritas o comillas) para reforzar dicho sentido (…) "
PER,pe,18,7,Peru,1,E,Procesos involucrados en la escritura,Escritura,"Revisa el texto para determinar si se ajusta a la situación comunicativa, si existen contradicciones o reiteraciones innecesarias que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, revisa el uso de los recursos ortográficos empleados en su texto y verifica si falta alguno (como los signos de interrogación), con el fin de mejorarlo ","Evalúa de manera permanente el texto, para determinar si se ajusta a la situación comunicativa, si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas. También, evalúa la utilidad de los recursos ortográficos empleados y la pertinencia del vocabulario para mejorar el texto y garantizar su sentido "
PER,pe,9,7,Peru,1,C,Escritura Diversidad Textual,Escritura,"Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el destinatario y las características más comunes del tipo textual (…) ","Adecúa el texto a la situación comunicativa considerando el propósito comunicativo, el tipo textual y algunas características del género discursivo, así como el formato y el soporte (…) "
PER,pe,18,21,Peru,1,D,Morfosintaxis,Escritura,"Utiliza recursos gramaticales (…) que contribuyen a dar sentido a su texto. Emplea algunas figuras retóricas (por ejemplo, las adjetivaciones) para caracterizar personas, personajes y escenarios (…) ","(…) Compara y contrasta los aspectos gramaticales (…) más comunes, así como las características de tipos textuales, cuando evalúa el texto "
PER,pe,18,14,Peru,1,A,Coherencia y cohesión,Escritura,"Escribe textos de forma coherente y cohesionada. Ordena las ideas en torno a un tema y las desarrolla para ampliar la información, sin contradicciones, reiteraciones innecesarias o digresiones. Establece relaciones entre las ideas, como causa-efecto y secuencia, a través de algunos referentes y conectores (…) ","Evalúa de manera permanente el texto, para determinar (…) si existen digresiones o vacíos de información que afectan la coherencia entre las ideas, o si el uso de conectores y referentes asegura la cohesión entre ellas (…) "
PER,pe,15,13,Peru,1,C,Lectura Diversidad Textual,Lectura,"(…) Selecciona datos específicos en diversos tipos de textos de estructura simple, con algunos elementos complejos (…)",(…) Compara textos entre sí para indicar algunas similitudes y diferencias entre tipos textuales y géneros discursivos (por ejemplo: diferencias y semejanzas entre cuento y fábula) 
PER,pe,46,40,Peru,1,A,Comprensión lectora literal e inferencial,Lectura,"Identifica información explícita que se encuentra en distintas partes del texto. Distingue información de otra próxima y semejante, en la que selecciona datos específicos (por ejemplo, el lugar de un hecho o una noticia), en diversos tipos de textos de estructura simple, con algunos elementos complejos (por ejemplo, sin referentes próximos, guiones de diálogo, ilustraciones), con palabras conocidas y, en ocasiones, con vocabulario variado, de acuerdo a las temáticas abordadas ","Deduce características implícitas de personajes, animales, objetivos y lugares, y determina el significado de palabras según el contexto y hace comparaciones (…). Establece relaciones lógicas de causa-efecto, semejanza – diferencia (…), a partir de la información relevante y complementaria e implícita relevante del texto  "
PER,pe,31,33,Peru,1,D,Estrategias de lectura,Lectura,"Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee ","Dice de qué tratará el texto, a partir de algunos indicios, como silueta del texto, palabras, frases, colores y dimensiones de las imágenes; asimismo, contrasta la información del texto que lee "
PER,pe,0,0,Peru,1,B,Decodificación,Lectura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
PER,pe,8,13,Peru,1,E,Reflexión y evaluación,Lectura,"Opina acerca del contenido del texto, explica el sentido de algunos recursos textuales (ilustraciones, tamaño de letra, etc.) y justifica sus preferencias cuando elige o recomienda textos a partir de su experiencia, necesidades e intereses, con el fin de reflexionar sobre los textos que lee ","Explica el tema, el propósito, los puntos de vista y las motivaciones de personas y personajes, (…) las enseñanzas, los valores y la intención del autor (…) "
PER,pe,,61,Peru,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Argumenta que algunos objetos tecnológicos y conocimientos científicos han ayudado a formular nuevas teorías que propiciaron el cambio en la forma de pensar y el estilo de vida de las personas.
PER,pe,,0,Peru,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
PER,pe,,6,Peru,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Justifica por qué la diversidad de especies da estabilidad a los ecosistemas.
PER,pe,,0,Peru,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
PER,pe,,17,Peru,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,Relaciona los cambios que sufren los materiales con el reordenamiento de sus componentes constituyentes.                
PER,pe,,11,Peru,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Describe los organismos y señala que pueden ser unicelulares o pluricelulares y que cada célula cumple funciones básicas o especializadores.                                                             
PER,pe,,6,Peru,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Relaciona los cambios del relieve terrestre con la estructura dinámica interna y externa de la Tierra.
PER,pe,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
PER,pe,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
PER,pe,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
PER,pe,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
PER,pe,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
PER,pe,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
PER,pe,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
PER,pe,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
PER,pe,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
PER,pe,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
PER,pe,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
PER,pe,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
PER,pe,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
PER,pe,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
PER,pe,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
PER,pe,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
PER,pe,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
PER,pe,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
PER,pe,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
PER,pe,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
PER,pe,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
PER,pe,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
REP,do,5,0,República Dominicana,1,A,Estadística y probabilidad,Matemáticas,Construcción e interpretación de tablas de conteo utilizando informaciones sobre situaciones de su entorno o con informaciones dadas.,No hay ejemplos en el currículo de este país.
REP,do,45,27,República Dominicana,1,B,Geometría,Matemáticas,Ubicación de su posición en el aula en relación a la posición de otros compañeros y compañeras.,"Construcción de cuadriláteros según las características dadas usando instrumentos como escuadras, reglas, transportador."
REP,do,32,40,República Dominicana,1,C,Magnitudes y medidas,Matemáticas,"Realización de mediciones de longitudes o distancias que le permiten construir su sentido espacial   y numérico utilizando el metro, el decímetro y el centímetro, la yarda, el pie y la pulgada.",Explicación de la importancia del uso de unidades convencionales para expresar el volumen de prismas rectos.
REP,do,12,32,República Dominicana,1,D,Número y operaciones,Matemáticas,Comprensión de las fracciones comunes propias e impropias.,"Aplicación en situaciones de la vida diaria de los conceptos de múltiplos, divisores y los criterios de divisibilidad para generar las reglas y resolver problemas."
REP,do,6,0,República Dominicana,1,E,Patrones y álgebra,Matemáticas,"Utilización de tarjetas con números para formar patrones numéricos como mínimo hasta 99,999.",No hay ejemplos en el currículo de este país.
REP,do,12,7,República Dominicana,1,B,Conocimiento sobre el código,Escritura,"Ampliación de su vocabulario por medio del diccionario y del uso de sinónimos, antónimos y familias léxicas para producir la autobiografía ","Utilización de manera adecuada de los signos de puntuación (punto y aparte, punto y seguido, coma) para delimitar las oraciones y los párrafos cuando escribe los borradores "
REP,do,73,68,República Dominicana,1,E,Procesos involucrados en la escritura,Escritura,Revisión y corrección del borrador con ayuda de su docente y sus compañeros y compañeras ,"Edición de borradores tomando en cuenta las sugerencias sus pares, las del o la docente y sus ideas propias para obtener la versión final "
REP,do,7,12,República Dominicana,1,C,Escritura Diversidad Textual,Escritura,"Narración del cuento ajustándose a la intención, los componentes y la estructura del cuento (inicio, nudo y desenlace) ","Utilización de la estructura del informe de lectura (introducción, desarrollo y conclusión) (…) para producir el informe de lectura "
REP,do,5,7,República Dominicana,1,D,Morfosintaxis,Escritura,Utilización de adverbios para hacer referencia al tiempo en que ocurrieron los hechos ,Utilización de verbos en tiempo pasado y la primera y tercera persona gramatical en las oraciones de la anécdota que produce 
REP,do,3,5,República Dominicana,1,A,Coherencia y cohesión,Escritura,"Utilización de conectores de orden para marcar la sucesión de hechos en las oraciones de la introducción, del desarrollo y de la conclusión de la biografía ","Explicación del tema seleccionado para el artículo expositivo, relacionando las ideas mediante conectores de causa consecuenci"
REP,do,15,19,República Dominicana,1,C,Lectura Diversidad Textual,Lectura,"Utilización de la estructura de la noticia (titular, entrada o copete, cuerpo de la noticia, foto, pie de foto) para comprender su información ","Utilización de la estructura de la anécdota: inicio (presentación de la/s persona/s a quien/es le/s ha sucedido el hecho, lugar y tiempo del hecho), desarrollo (relato del hecho o hechos sucedidos), desenlace (resolución del hecho o hechos sucedidos) y evaluación (comentario acerca de lo sucedido) para comprender la anécdota leída "
REP,do,32,33,República Dominicana,1,A,Comprensión lectora literal e inferencial,Lectura,"Identificación de las acciones principales que realiza la persona de la autobiografía, haciendo inferencias sencillas ",Realización de las inferencias necesarias para comprender el sentido global de la carta de agradecimiento que lee 
REP,do,47,44,República Dominicana,1,D,Estrategias de lectura,Lectura,"Anticipación del contenido de la autobiografía a partir del título, las imágenes y otras marcas textuales ","Anticipación del contenido de la carta a partir de la silueta, de fragmentos leídos y de otras marcas textuales "
REP,do,3,3,República Dominicana,1,B,Decodificación,Lectura,Lectura en voz alta y en silencio ,"Lectura en voz alta o en silencio del texto seleccionado (cuento, fábula o leyenda) para el informe de lectura "
REP,do,3,1,República Dominicana,1,E,Reflexión y evaluación,Lectura,Expresión de su opinión a favor o en contra de lo que observa en el afiche ,La anécdota: función y estructura (…) y evaluación (comentario acerca de lo sucedido) 
REP,do,,7,República Dominicana,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Observación de la tecnología en la producción de empresas locales, laboratorios y centros de investigación, desarrollo e innovación."
REP,do,,23,República Dominicana,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Compara la estructura y función de los sistemas: digestivo, circulatorio, respiratorio y excretor."
REP,do,,5,República Dominicana,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Indagación sobre los ecosistemas, componentes bióticos y no bióticos, a la vez que consideración de las medidas para su protección y el desarrollo sostenible."
REP,do,,12,República Dominicana,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Formas de energía (térmica, nuclear y eólica)."
REP,do,,10,República Dominicana,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Cambios de estado: fusión, solidificación, condensación, licuefacción, evaporación, ebullición, sublimación, cristalización."
REP,do,,6,República Dominicana,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Analiza la célula y la formación de tejidos y órganos.
REP,do,,38,República Dominicana,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Discusión sobre el origen, composición y la evolución del nuestro Sistema Solar."
REP,do,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
REP,do,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
REP,do,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
REP,do,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
REP,do,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
REP,do,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
REP,do,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
REP,do,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
REP,do,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
REP,do,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
REP,do,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
REP,do,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
REP,do,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
REP,do,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
REP,do,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
REP,do,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
REP,do,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
REP,do,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
REP,do,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
REP,do,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
REP,do,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
REP,do,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
URU,uy,6,5,Uruguay,1,A,Estadística y probabilidad,Matemáticas,Representar datos en un diagrama de árbol.,Predecir y calcular de la probabilidad experimental de sucesos aleatorios.
URU,uy,34,29,Uruguay,1,B,Geometría,Matemáticas,Las alturas de los prismas y de las pirámides.,Relacionar el número de aristas y el número de vértices en relación con el polígono de la base en prismas y pirámides.
URU,uy,18,20,Uruguay,1,C,Magnitudes y medidas,Matemáticas,La equivalencia entre distintas unidades de medida.,Relacionar longitud de circunferencia y longitud de diámetro.
URU,uy,43,46,Uruguay,1,D,Número y operaciones,Matemáticas,"La relación entre las tablas de multiplicar: del 2 y 4; del 3, 6 y 9; del 4 y 8; del 5 y 1.",Multiplicar y dividir fracciones.
URU,uy,0,2,Uruguay,1,E,Patrones y álgebra,Matemáticas,No hay ejemplos en el currículo de este país.,Variable como número desconocido.
URU,uy,28,25,Uruguay,1,B,Conocimiento sobre el código,Escritura,"Las reglas ortográficas: 
- el prefijo “bi”;
- la “h” delante de diptongo; 
- el cambio de “z” por “c” en plurales y disminutivos; 
- el verbo hacer y sus derivados; 
- “mp”, “mb”;  
- la secuencia consonántica /mb/ y sus representaciones grafemáticas “mb” y “nv”; 
- ** el uso de la “w”; 
- ** la coma en la enumeración (3° grado).","Las combinaciones: 
- “sc”, “pc”, “xc”; 
- verbos “haber”, “hacer” y sus compuestos; 
- verbos “andar”, “estar”, “tener” en pretérito perfecto simple "
URU,uy,11,25,Uruguay,1,E,Procesos involucrados en la escritura,Escritura,La organización gráfica de la información: el cuadro sinóptico y el mapa conceptual ,"Los modelos de archivos de organización personal de la información: 
- El “protocolo de observación”, “los apuntes”, “el mapa conceptual”. 
- El esquema "
URU,uy,28,25,Uruguay,1,C,Escritura Diversidad Textual,Escritura,Las cartas informales y el correo electrónico ,"La jerarquización de los argumentos en los textos de opinión: 
- las obras literarias y de teatro; 
- las películas; 
- los textos científicos; 
- los espectáculos deportivos "
URU,uy,28,12,Uruguay,1,D,Morfosintaxis,Escritura,La función adjetiva: adjetivo y complemento preposicional adjetivo ,Los verbos copulativos y predicativos; transitivos e impersonales 
URU,uy,6,12,Uruguay,1,A,Coherencia y cohesión,Escritura,"Los conectores de comparación, contraste y oposición (“no”, “sino”, “sin embargo”, “aunque”) ","Los nexos de distribución de la información (”en primer lugar”, “por otra parte”) "
URU,uy,50,53,Uruguay,1,C,Lectura Diversidad Textual,Lectura,"Las fábulas, poemas y rimas ","La lectura de textos periodísticos argumentativos: cartas de lectores, editoriales, críticas artísticas y deportivas "
URU,uy,38,26,Uruguay,1,A,Comprensión lectora literal e inferencial,Lectura,Las inferencias textuales en el párrafo ,Información explícita e implícita 
URU,uy,6,16,Uruguay,1,D,Estrategias de lectura,Lectura,"Las inferencias en la lectura de diccionarios (material y virtual). La organización, diferentes acepciones, abreviaturas, clases de palabras ","La predicción en textos con diferentes formatos a partir de palabras clave, titulares y gráficos "
URU,uy,6,5,Uruguay,1,B,Decodificación,Lectura,Establecimiento de correspondencia entre sonido y grafía con valor sonoro convencional ,La lectura expresiva de obras de teatro 
URU,uy,0,0,Uruguay,1,E,Reflexión y evaluación,Lectura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
URU,uy,,4,Uruguay,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Los transgénicos, organismos genéticamente modificados (OGM)."
URU,uy,,4,Uruguay,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,Las adicciones.
URU,uy,,17,Uruguay,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Las asociaciones biológicas interespecíficas (mutualismo, simbiosis, comensalismo y parasitismo)."
URU,uy,,26,Uruguay,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,La velocidad de propagación del sonido en distintos medios.
URU,uy,,13,Uruguay,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,El modelo corpuscular de la materia; Las partículas y el vacío.
URU,uy,,15,Uruguay,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,"Las relaciones intraespecíficas: la reproducción dentro de la misma especie. Los insectos “sociales” (abejas, termitas)."
URU,uy,,20,Uruguay,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Los bordes divergentes y convergentes. Las fallas. La tectónica de placas: sismicidad y vulcanismo.
URU,uy,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
URU,uy,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
URU,uy,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
URU,uy,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
URU,uy,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
URU,uy,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
URU,uy,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
URU,uy,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
URU,uy,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
URU,uy,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
URU,uy,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
URU,uy,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
URU,uy,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
URU,uy,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
URU,uy,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
URU,uy,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
URU,uy,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
URU,uy,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
URU,uy,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
URU,uy,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
URU,uy,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
URU,uy,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
